locus_tag,name,tnseq_ess,crispr_ess
MSMEG1632,MSMEG1632,NonEssential,NonEssential
MSMEG1633,dnaE2,NonEssential,NonEssential
MSMEG1634,MSMEG1634,NonEssential,NonEssential
MSMEG1635,MSMEG1635,NonEssential,NonEssential
MSMEG1636,MSMEG1636,NonEssential,NonEssential
MSMEG1637,MSMEG1637,NonEssential,NonEssential
MSMEG1638,MSMEG1638,NonEssential,NonEssential
MSMEG1639,MSMEG1639,NonEssential,NonEssential
MSMEG1640,MSMEG1640,NonEssential,NonEssential
MSMEG1641,MSMEG1641,NonEssential,NonEssential
MSMEG1642,MSMEG1642,NonEssential,NonEssential
MSMEG1643,MSMEG1643,NonEssential,NonEssential
MSMEG1644,MSMEG1644,NonEssential,NonEssential
MSMEG1645,MSMEG1645,NonEssential,NonEssential
MSMEG1646,MSMEG1646,NonEssential,NonEssential
MSMEG1647,MSMEG1647,NonEssential,Essential
MSMEG1648,MSMEG1648,NonEssential,NonEssential
MSMEG1649,MSMEG1649,NonEssential,NonEssential
MSMEG1650,MSMEG1650,NonEssential,NonEssential
MSMEG1651,metX,Essential,NonEssential
MSMEG1652,MSMEG1652,NonEssential,NonEssential
MSMEG1653,MSMEG1653,NonEssential,NonEssential
MSMEG1654,MSMEG1654,NonEssential,NonEssential
MSMEG1655,MSMEG1655,NonEssential,NonEssential
MSMEG1656,xth,NonEssential,NonEssential
MSMEG1657,trpS,Essential,Essential
MSMEG1658,MSMEG1658,NonEssential,NonEssential
MSMEG1659,MSMEG1659,NonEssential,NonEssential
MSMEG1660,MSMEG1660,NonEssential,NonEssential
MSMEG1661,MSMEG1661,NonEssential,NonEssential
MSMEG1662,MSMEG1662,NonEssential,NonEssential
MSMEG1663,MSMEG1663,NonEssential,NonEssential
MSMEG1664,MSMEG1664,NonEssential,NonEssential
MSMEG1665,MSMEG1665,NonEssential,NonEssential
MSMEG1666,MSMEG1666,NonEssential,NonEssential
MSMEG1667,MSMEG1667,Uncertain,NonEssential
MSMEG1668,MSMEG1668,NonEssential,NonEssential
MSMEG1669,sdhB,Essential,Essential
MSMEG1670,sdhA,Essential,Essential
MSMEG1671,MSMEG1671,Essential,Essential
MSMEG1672,sdhC,Essential,NonEssential
MSMEG1673,cdd,NonEssential,NonEssential
MSMEG1674,MSMEG1674,NonEssential,NonEssential
MSMEG1675,deoA,NonEssential,NonEssential
MSMEG1676,add,NonEssential,NonEssential
MSMEG1677,aspA,NonEssential,NonEssential
MSMEG1678,MSMEG1678,NonEssential,NonEssential
MSMEG1679,MSMEG1679,NonEssential,NonEssential
MSMEG1680,MSMEG1680,NonEssential,NonEssential
MSMEG1681,MSMEG1681,NonEssential,NonEssential
MSMEG1682,MSMEG1682,NonEssential,NonEssential
MSMEG1683,MSMEG1683,NonEssential,NonEssential
MSMEG1684,MSMEG1684,NonEssential,NonEssential
MSMEG1685,MSMEG1685,Unknown,NonEssential
MSMEG1686,MSMEG1686,NonEssential,NonEssential
MSMEG1687,MSMEG1687,NonEssential,NonEssential
MSMEG1688,MSMEG1688,NonEssential,NonEssential
MSMEG1689,MSMEG1689,NonEssential,NonEssential
MSMEG1690,MSMEG1690,NonEssential,NonEssential
MSMEG1691,MSMEG1691,NonEssential,NonEssential
MSMEG1692,MSMEG1692,NonEssential,NonEssential
MSMEG1693,MSMEG1693,NonEssential,NonEssential
MSMEG1694,upp,NonEssential,NonEssential
MSMEG1695,MSMEG1695,NonEssential,NonEssential
MSMEG1696,MSMEG1696,NonEssential,NonEssential
MSMEG1697,MSMEG1697,NonEssential,NonEssential
MSMEG1698,MSMEG1698,NonEssential,NonEssential
MSMEG1699,MSMEG1699,NonEssential,NonEssential
MSMEG1700,MSMEG1700,NonEssential,NonEssential
MSMEG1701,MSMEG1701,NonEssential,NonEssential
MSMEG1702,MSMEG1702,NonEssential,NonEssential
MSMEG1703,MSMEG1703,NonEssential,NonEssential
MSMEG1704,MSMEG1704,NonEssential,NonEssential
MSMEG1705,MSMEG1705,NonEssential,NonEssential
MSMEG1706,MSMEG1706,NonEssential,NonEssential
MSMEG1707,MSMEG1707,NonEssential,NonEssential
MSMEG1708,MSMEG1708,NonEssential,NonEssential
MSMEG1709,MSMEG1709,NonEssential,NonEssential
MSMEG1710,MSMEG1710,NonEssential,NonEssential
MSMEG1711,MSMEG1711,NonEssential,NonEssential
MSMEG1712,MSMEG1712,NonEssential,NonEssential
MSMEG1713,araB,NonEssential,NonEssential
MSMEG1714,MSMEG1714,NonEssential,NonEssential
MSMEG1715,araA,NonEssential,NonEssential
MSMEG1716,MSMEG1716,NonEssential,NonEssential
MSMEG1717,MSMEG1717,NonEssential,NonEssential
MSMEG1718,MSMEG1718,Uncertain,NonEssential
MSMEG1719,MSMEG1719,Uncertain,NonEssential
MSMEG1722,MSMEG1722,NonEssential,NonEssential
MSMEG1723,MSMEG1723,NonEssential,NonEssential
MSMEG1724,MSMEG1724,NonEssential,NonEssential
MSMEG1729,MSMEG1729,Uncertain,NonEssential
MSMEG1732,MSMEG1732,NonEssential,NonEssential
MSMEG1733,MSMEG1733,NonEssential,NonEssential
MSMEG1734,MSMEG1734,NonEssential,NonEssential
MSMEG1735,MSMEG1735,NonEssential,NonEssential
MSMEG1736,MSMEG1736,NonEssential,NonEssential
MSMEG1737,MSMEG1737,NonEssential,NonEssential
MSMEG1738,MSMEG1738,NonEssential,NonEssential
MSMEG1739,MSMEG1739,NonEssential,NonEssential
MSMEG1740,MSMEG1740,NonEssential,NonEssential
MSMEG1741,MSMEG1741,NonEssential,NonEssential
MSMEG1742,MSMEG1742,NonEssential,NonEssential
MSMEG1743,MSMEG1743,NonEssential,NonEssential
MSMEG1744,MSMEG1744,NonEssential,NonEssential
MSMEG1745,MSMEG1745,NonEssential,NonEssential
MSMEG1746,MSMEG1746,NonEssential,NonEssential
MSMEG1747,MSMEG1747,NonEssential,NonEssential
MSMEG1748,MSMEG1748,NonEssential,NonEssential
MSMEG1749,MSMEG1749,NonEssential,NonEssential
MSMEG1750,MSMEG1750,NonEssential,NonEssential
MSMEG1751,MSMEG1751,NonEssential,NonEssential
MSMEG1752,MSMEG1752,NonEssential,NonEssential
MSMEG1753,mtnN,NonEssential,NonEssential
MSMEG1754,MSMEG1754,NonEssential,NonEssential
MSMEG1755,MSMEG1755,NonEssential,NonEssential
MSMEG1756,MSMEG1756,NonEssential,NonEssential
MSMEG1757,MSMEG1757,NonEssential,NonEssential
MSMEG1758,MSMEG1758,Unknown,NonEssential
MSMEG1759,MSMEG1759,NonEssential,NonEssential
MSMEG1760,MSMEG1760,NonEssential,NonEssential
MSMEG1761,MSMEG1761,NonEssential,NonEssential
MSMEG1762,MSMEG1762,NonEssential,NonEssential
MSMEG1763,MSMEG1763,NonEssential,NonEssential
MSMEG1764,MSMEG1764,NonEssential,NonEssential
MSMEG1765,MSMEG1765,NonEssential,NonEssential
MSMEG1766,MSMEG1766,NonEssential,NonEssential
MSMEG1767,MSMEG1767,NonEssential,NonEssential
MSMEG1768,MSMEG1768,NonEssential,NonEssential
MSMEG1769,MSMEG1769,NonEssential,NonEssential
MSMEG1770,MSMEG1770,Unknown,NonEssential
MSMEG1771,MSMEG1771,NonEssential,NonEssential
MSMEG1772,MSMEG1772,NonEssential,NonEssential
MSMEG1773,MSMEG1773,NonEssential,NonEssential
MSMEG1774,MSMEG1774,NonEssential,NonEssential
MSMEG1775,MSMEG1775,NonEssential,NonEssential
MSMEG1776,MSMEG1776,NonEssential,NonEssential
MSMEG1777,MSMEG1777,Unknown,NonEssential
MSMEG1778,MSMEG1778,NonEssential,NonEssential
MSMEG1779,MSMEG1779,NonEssential,NonEssential
MSMEG1780,MSMEG1780,NonEssential,NonEssential
MSMEG1781,MSMEG1781,NonEssential,NonEssential
MSMEG1782,MSMEG1782,NonEssential,NonEssential
MSMEG1783,MSMEG1783,NonEssential,NonEssential
MSMEG1784,MSMEG1784,NonEssential,NonEssential
MSMEG1785,MSMEG1785,NonEssential,NonEssential
MSMEG1786,MSMEG1786,NonEssential,NonEssential
MSMEG1787,MSMEG1787,NonEssential,NonEssential
MSMEG1788,MSMEG1788,NonEssential,NonEssential
MSMEG1789,MSMEG1789,NonEssential,NonEssential
MSMEG1790,MSMEG1790,NonEssential,NonEssential
MSMEG1791,MSMEG1791,NonEssential,NonEssential
MSMEG1792,MSMEG1792,NonEssential,NonEssential
MSMEG1793,MSMEG1793,NonEssential,NonEssential
MSMEG1794,MSMEG1794,NonEssential,NonEssential
MSMEG1795,MSMEG1795,NonEssential,NonEssential
MSMEG1796,MSMEG1796,NonEssential,NonEssential
MSMEG1797,MSMEG1797,NonEssential,NonEssential
MSMEG1798,MSMEG1798,NonEssential,NonEssential
MSMEG1799,MSMEG1799,NonEssential,NonEssential
MSMEG1800,MSMEG1800,NonEssential,NonEssential
MSMEG1801,MSMEG1801,NonEssential,NonEssential
MSMEG1802,MSMEG1802,NonEssential,NonEssential
MSMEG1803,MSMEG1803,NonEssential,NonEssential
MSMEG1804,MSMEG1804,NonEssential,NonEssential
MSMEG1805,MSMEG1805,NonEssential,NonEssential
MSMEG1806,MSMEG1806,NonEssential,NonEssential
MSMEG1807,MSMEG1807,Essential,Essential
MSMEG1808,MSMEG1808,NonEssential,NonEssential
MSMEG1809,MSMEG1809,NonEssential,NonEssential
MSMEG1810,MSMEG1810,NonEssential,NonEssential
MSMEG1811,maf,NonEssential,NonEssential
MSMEG1812,MSMEG1812,Essential,NonEssential
MSMEG1813,MSMEG1813,Essential,Essential
MSMEG1814,MSMEG1814,NonEssential,NonEssential
MSMEG1815,MSMEG1815,NonEssential,NonEssential
MSMEG1816,MSMEG1816,Uncertain,NonEssential
MSMEG1817,MSMEG1817,NonEssential,Essential
MSMEG1818,MSMEG1818,NonEssential,NonEssential
MSMEG1819,purK,Essential,Essential
MSMEG1820,purE,NonEssential,NonEssential
MSMEG1821,MSMEG1821,NonEssential,NonEssential
MSMEG1822,MSMEG1822,NonEssential,NonEssential
MSMEG1823,MSMEG1823,NonEssential,NonEssential
MSMEG1824,MSMEG1824,NonEssential,NonEssential
MSMEG1825,rfbD,Essential,NonEssential
MSMEG1826,MSMEG1826,Essential,Essential
MSMEG1827,MSMEG1827,NonEssential,NonEssential
MSMEG1828,MSMEG1828,Uncertain,NonEssential
MSMEG1829,MSMEG1829,NonEssential,NonEssential
MSMEG1830,cofD,NonEssential,NonEssential
MSMEG1831,MSMEG1831,Essential,Essential
MSMEG1832,MSMEG1832,NonEssential,NonEssential
MSMEG1833,MSMEG1833,NonEssential,NonEssential
MSMEG1834,manB,Essential,Essential
MSMEG1835,MSMEG1835,Essential,NonEssential
MSMEG1836,manA,Essential,Essential
MSMEG1837,MSMEG1837,NonEssential,NonEssential
MSMEG1838,MSMEG1838,NonEssential,NonEssential
MSMEG1839,MSMEG1839,NonEssential,NonEssential
MSMEG1840,MSMEG1840,NonEssential,NonEssential
MSMEG1841,MSMEG1841,NonEssential,NonEssential
MSMEG1842,MSMEG1842,NonEssential,NonEssential
MSMEG1843,MSMEG1843,Uncertain,Essential
MSMEG1844,MSMEG1844,NonEssential,NonEssential
MSMEG1845,MSMEG1845,NonEssential,NonEssential
MSMEG1846,MSMEG1846,NonEssential,NonEssential
MSMEG1847,MSMEG1847,NonEssential,NonEssential
MSMEG1848,MSMEG1848,Uncertain,NonEssential
MSMEG1849,selB,NonEssential,NonEssential
MSMEG1850,selA,NonEssential,NonEssential
MSMEG1851,MSMEG1851,Uncertain,NonEssential
MSMEG1852,selD,NonEssential,NonEssential
MSMEG1853,MSMEG1853,Uncertain,NonEssential
MSMEG1854,MSMEG1854,NonEssential,NonEssential
MSMEG1855,MSMEG1855,NonEssential,NonEssential
MSMEG1856,MSMEG1856,NonEssential,NonEssential
MSMEG1859,MSMEG1859,NonEssential,NonEssential
MSMEG1860,MSMEG1860,NonEssential,NonEssential
MSMEG1861,MSMEG1861,NonEssential,NonEssential
MSMEG1866,MSMEG1866,NonEssential,NonEssential
MSMEG1867,MSMEG1867,NonEssential,NonEssential
MSMEG1868,MSMEG1868,Essential,NonEssential
MSMEG1869,MSMEG1869,NonEssential,NonEssential
MSMEG1870,MSMEG1870,NonEssential,NonEssential
MSMEG1871,MSMEG1871,NonEssential,NonEssential
MSMEG1872,MSMEG1872,NonEssential,NonEssential
MSMEG1873,MSMEG1873,Essential,NonEssential
MSMEG1874,mtrA,NonEssential,NonEssential
MSMEG1875,MSMEG1875,NonEssential,NonEssential
MSMEG1876,MSMEG1876,NonEssential,NonEssential
MSMEG1877,MSMEG1877,NonEssential,NonEssential
MSMEG1878,MSMEG1878,NonEssential,NonEssential
MSMEG1879,MSMEG1879,NonEssential,NonEssential
MSMEG1880,MSMEG1880,NonEssential,NonEssential
MSMEG1881,secA,Essential,Essential
MSMEG1882,MSMEG1882,NonEssential,NonEssential
MSMEG1883,MSMEG1883,NonEssential,NonEssential
MSMEG1884,MSMEG1884,NonEssential,NonEssential
MSMEG1885,MSMEG1885,NonEssential,NonEssential
MSMEG1886,MSMEG1886,NonEssential,NonEssential
MSMEG1887,MSMEG1887,NonEssential,NonEssential
MSMEG1888,MSMEG1888,NonEssential,NonEssential
MSMEG1889,MSMEG1889,Essential,NonEssential
MSMEG1890,aroA,Essential,Essential
MSMEG1891,MSMEG1891,NonEssential,NonEssential
MSMEG1892,MSMEG1892,NonEssential,NonEssential
MSMEG1893,MSMEG1893,NonEssential,NonEssential
MSMEG1894,MSMEG1894,NonEssential,NonEssential
MSMEG1895,MSMEG1895,NonEssential,NonEssential
MSMEG1896,MSMEG1896,NonEssential,NonEssential
MSMEG1897,pcaD,NonEssential,NonEssential
MSMEG1898,MSMEG1898,NonEssential,NonEssential
MSMEG1899,MSMEG1899,NonEssential,NonEssential
MSMEG1900,MSMEG1900,NonEssential,NonEssential
MSMEG1901,MSMEG1901,NonEssential,NonEssential
MSMEG1902,MSMEG1902,NonEssential,NonEssential
MSMEG1903,MSMEG1903,NonEssential,NonEssential
MSMEG1904,MSMEG1904,NonEssential,NonEssential
MSMEG1905,MSMEG1905,NonEssential,NonEssential
MSMEG1906,MSMEG1906,NonEssential,NonEssential
MSMEG1907,MSMEG1907,NonEssential,NonEssential
MSMEG1908,MSMEG1908,NonEssential,NonEssential
MSMEG1909,MSMEG1909,NonEssential,NonEssential
MSMEG1910,MSMEG1910,NonEssential,NonEssential
MSMEG1911,catA,NonEssential,NonEssential
MSMEG1912,MSMEG1912,NonEssential,NonEssential
MSMEG1913,ybaK,NonEssential,NonEssential
MSMEG1914,MSMEG1914,NonEssential,NonEssential
MSMEG1915,MSMEG1915,NonEssential,NonEssential
MSMEG1917,MSMEG1917,Unknown,NonEssential
MSMEG1918,MSMEG1918,NonEssential,Essential
MSMEG1919,MSMEG1919,Unknown,NonEssential
MSMEG1920,MSMEG1920,NonEssential,NonEssential
MSMEG1921,MSMEG1921,NonEssential,NonEssential
MSMEG1922,aroQ,NonEssential,NonEssential
MSMEG1923,MSMEG1923,NonEssential,NonEssential
MSMEG1924,MSMEG1924,NonEssential,NonEssential
MSMEG1925,MSMEG1925,Essential,Essential
MSMEG1926,MSMEG1926,NonEssential,NonEssential
MSMEG1927,MSMEG1927,NonEssential,NonEssential
MSMEG1928,MSMEG1928,NonEssential,NonEssential
MSMEG1929,MSMEG1929,NonEssential,NonEssential
MSMEG1930,MSMEG1930,NonEssential,NonEssential
MSMEG1931,MSMEG1931,NonEssential,NonEssential
MSMEG1932,MSMEG1932,NonEssential,NonEssential
MSMEG1933,MSMEG1933,NonEssential,NonEssential
MSMEG1934,MSMEG1934,NonEssential,NonEssential
MSMEG1935,MSMEG1935,NonEssential,NonEssential
MSMEG1936,MSMEG1936,NonEssential,NonEssential
MSMEG1937,MSMEG1937,NonEssential,NonEssential
MSMEG1938,MSMEG1938,NonEssential,NonEssential
MSMEG1939,MSMEG1939,NonEssential,NonEssential
MSMEG1940,MSMEG1940,NonEssential,NonEssential
MSMEG1941,MSMEG1941,NonEssential,NonEssential
MSMEG1942,MSMEG1942,NonEssential,NonEssential
MSMEG1943,MSMEG1943,NonEssential,NonEssential
MSMEG1944,MSMEG1944,NonEssential,NonEssential
MSMEG1945,MSMEG1945,NonEssential,NonEssential
MSMEG1946,nudC,NonEssential,NonEssential
MSMEG1947,MSMEG1947,NonEssential,NonEssential
MSMEG1948,MSMEG1948,NonEssential,NonEssential
MSMEG1950,MSMEG1950,NonEssential,NonEssential
MSMEG1951,MSMEG1951,NonEssential,NonEssential
MSMEG1952,MSMEG1952,Essential,NonEssential
MSMEG1953,MSMEG1953,NonEssential,NonEssential
MSMEG1954,MSMEG1954,NonEssential,NonEssential
MSMEG1955,MSMEG1955,NonEssential,NonEssential
MSMEG1956,MSMEG1956,NonEssential,NonEssential
MSMEG1957,MSMEG1957,NonEssential,NonEssential
MSMEG1958,MSMEG1958,NonEssential,NonEssential
MSMEG1959,MSMEG1959,NonEssential,NonEssential
MSMEG1960,MSMEG1960,NonEssential,NonEssential
MSMEG1961,MSMEG1961,NonEssential,NonEssential
MSMEG1962,MSMEG1962,NonEssential,NonEssential
MSMEG1963,MSMEG1963,NonEssential,NonEssential
MSMEG1964,MSMEG1964,NonEssential,NonEssential
MSMEG1965,MSMEG1965,Uncertain,NonEssential
MSMEG1966,MSMEG1966,NonEssential,NonEssential
MSMEG1967,MSMEG1967,NonEssential,NonEssential
MSMEG1968,MSMEG1968,NonEssential,NonEssential
MSMEG1969,MSMEG1969,NonEssential,NonEssential
MSMEG1970,MSMEG1970,NonEssential,NonEssential
MSMEG1971,MSMEG1971,NonEssential,NonEssential
MSMEG1972,MSMEG1972,NonEssential,NonEssential
MSMEG1973,MSMEG1973,Uncertain,NonEssential
MSMEG1974,MSMEG1974,NonEssential,NonEssential
MSMEG1975,MSMEG1975,NonEssential,NonEssential
MSMEG1976,MSMEG1976,NonEssential,NonEssential
MSMEG1977,MSMEG1977,NonEssential,NonEssential
MSMEG1978,groEL,NonEssential,NonEssential
MSMEG1979,MSMEG1979,NonEssential,NonEssential
MSMEG1980,MSMEG1980,NonEssential,NonEssential
MSMEG1981,MSMEG1981,NonEssential,NonEssential
MSMEG1982,MSMEG1982,NonEssential,NonEssential
MSMEG1983,MSMEG1983,NonEssential,NonEssential
MSMEG1984,MSMEG1984,NonEssential,NonEssential
MSMEG1985,MSMEG1985,NonEssential,NonEssential
MSMEG1986,MSMEG1986,NonEssential,NonEssential
MSMEG1987,MSMEG1987,NonEssential,NonEssential
MSMEG1988,MSMEG1988,NonEssential,NonEssential
MSMEG1989,MSMEG1989,NonEssential,NonEssential
MSMEG1990,MSMEG1990,NonEssential,NonEssential
MSMEG1991,MSMEG1991,NonEssential,NonEssential
MSMEG1992,MSMEG1992,NonEssential,NonEssential
MSMEG1993,MSMEG1993,NonEssential,NonEssential
MSMEG1994,MSMEG1994,NonEssential,NonEssential
MSMEG1995,MSMEG1995,NonEssential,NonEssential
MSMEG1996,MSMEG1996,NonEssential,NonEssential
MSMEG1997,MSMEG1997,NonEssential,NonEssential
MSMEG1998,MSMEG1998,NonEssential,NonEssential
MSMEG1999,MSMEG1999,NonEssential,NonEssential
MSMEG2000,MSMEG2000,NonEssential,NonEssential
MSMEG2001,MSMEG2001,NonEssential,NonEssential
MSMEG2004,MSMEG2004,NonEssential,NonEssential
MSMEG2005,MSMEG2005,NonEssential,NonEssential
MSMEG2006,MSMEG2006,NonEssential,NonEssential
MSMEG2007,MSMEG2007,NonEssential,NonEssential
MSMEG2008,MSMEG2008,NonEssential,NonEssential
MSMEG2009,MSMEG2009,NonEssential,NonEssential
MSMEG2010,MSMEG2010,NonEssential,NonEssential
MSMEG2011,MSMEG2011,NonEssential,NonEssential
MSMEG2012,hisD,NonEssential,NonEssential
MSMEG2013,MSMEG2013,NonEssential,NonEssential
MSMEG2014,MSMEG2014,NonEssential,NonEssential
MSMEG2015,modB,NonEssential,NonEssential
MSMEG2016,modA,NonEssential,NonEssential
MSMEG2017,MSMEG2017,NonEssential,NonEssential
MSMEG2018,MSMEG2018,Uncertain,NonEssential
MSMEG2019,MSMEG2019,NonEssential,NonEssential
MSMEG2020,MSMEG2020,Uncertain,NonEssential
MSMEG2021,MSMEG2021,NonEssential,NonEssential
MSMEG2022,MSMEG2022,NonEssential,NonEssential
MSMEG2023,MSMEG2023,NonEssential,NonEssential
MSMEG2024,MSMEG2024,NonEssential,NonEssential
MSMEG2025,MSMEG2025,NonEssential,NonEssential
MSMEG2026,MSMEG2026,NonEssential,NonEssential
MSMEG2027,MSMEG2027,NonEssential,NonEssential
MSMEG2028,MSMEG2028,NonEssential,NonEssential
MSMEG2029,MSMEG2029,NonEssential,NonEssential
MSMEG2030,MSMEG2030,NonEssential,NonEssential
MSMEG2031,MSMEG2031,Unknown,NonEssential
MSMEG2032,MSMEG2032,NonEssential,NonEssential
MSMEG2033,MSMEG2033,NonEssential,NonEssential
MSMEG2034,MSMEG2034,NonEssential,NonEssential
MSMEG2035,MSMEG2035,NonEssential,NonEssential
MSMEG2036,MSMEG2036,NonEssential,NonEssential
MSMEG2037,MSMEG2037,NonEssential,NonEssential
MSMEG2038,MSMEG2038,NonEssential,NonEssential
MSMEG2039,MSMEG2039,NonEssential,NonEssential
MSMEG2040,MSMEG2040,NonEssential,NonEssential
MSMEG2041,MSMEG2041,Uncertain,NonEssential
MSMEG2042,MSMEG2042,NonEssential,NonEssential
MSMEG2043,MSMEG2043,NonEssential,NonEssential
MSMEG2044,MSMEG2044,NonEssential,NonEssential
MSMEG2045,MSMEG2045,NonEssential,NonEssential
MSMEG2046,MSMEG2046,NonEssential,NonEssential
MSMEG2047,MSMEG2047,NonEssential,NonEssential
MSMEG2048,MSMEG2048,NonEssential,NonEssential
MSMEG2049,MSMEG2049,NonEssential,NonEssential
MSMEG2050,nuoN,NonEssential,NonEssential
MSMEG2051,nuoM,NonEssential,NonEssential
MSMEG2052,nuoL,NonEssential,NonEssential
MSMEG2053,nuoK,NonEssential,NonEssential
MSMEG2054,MSMEG2054,NonEssential,NonEssential
MSMEG2055,nuoI,NonEssential,NonEssential
MSMEG2056,nuoH,NonEssential,NonEssential
MSMEG2057,nuoG,NonEssential,NonEssential
MSMEG2058,nuoF,NonEssential,NonEssential
MSMEG2059,MSMEG2059,NonEssential,NonEssential
MSMEG2060,nuoD,NonEssential,NonEssential
MSMEG2061,MSMEG2061,NonEssential,NonEssential
MSMEG2062,nuoB,NonEssential,NonEssential
MSMEG2063,nuoA,NonEssential,NonEssential
MSMEG2064,MSMEG2064,NonEssential,NonEssential
MSMEG2065,MSMEG2065,NonEssential,NonEssential
MSMEG2066,MSMEG2066,NonEssential,NonEssential
MSMEG2067,MSMEG2067,NonEssential,NonEssential
MSMEG2068,MSMEG2068,NonEssential,NonEssential
MSMEG2069,MSMEG2069,NonEssential,NonEssential
MSMEG2070,MSMEG2070,NonEssential,NonEssential
MSMEG2071,MSMEG2071,NonEssential,NonEssential
MSMEG2072,MSMEG2072,NonEssential,NonEssential
MSMEG2073,MSMEG2073,NonEssential,NonEssential
MSMEG2074,MSMEG2074,NonEssential,NonEssential
MSMEG2075,hmgA,NonEssential,NonEssential
MSMEG2076,MSMEG2076,NonEssential,NonEssential
MSMEG2077,MSMEG2077,NonEssential,NonEssential
MSMEG2078,MSMEG2078,NonEssential,NonEssential
MSMEG2079,MSMEG2079,NonEssential,NonEssential
MSMEG2080,MSMEG2080,NonEssential,NonEssential
MSMEG2081,MSMEG2081,NonEssential,NonEssential
MSMEG2082,MSMEG2082,NonEssential,NonEssential
MSMEG2083,MSMEG2083,NonEssential,Essential
MSMEG2084,MSMEG2084,NonEssential,NonEssential
MSMEG2085,MSMEG2085,Uncertain,NonEssential
MSMEG2086,prfB,Essential,Essential
MSMEG2087,MSMEG2087,NonEssential,NonEssential
MSMEG2088,MSMEG2088,NonEssential,NonEssential
MSMEG2089,ftsE,NonEssential,NonEssential
MSMEG2090,MSMEG2090,NonEssential,Essential
MSMEG2091,smpB,NonEssential,NonEssential
MSMEG2092,MSMEG2092,NonEssential,NonEssential
MSMEG2093,MSMEG2093,Uncertain,NonEssential
MSMEG2094,MSMEG2094,NonEssential,NonEssential
MSMEG2095,MSMEG2095,NonEssential,NonEssential
MSMEG2096,MSMEG2096,NonEssential,NonEssential
MSMEG2097,MSMEG2097,NonEssential,NonEssential
MSMEG2098,MSMEG2098,NonEssential,NonEssential
MSMEG2099,MSMEG2099,NonEssential,NonEssential
MSMEG2100,MSMEG2100,NonEssential,NonEssential
MSMEG2101,MSMEG2101,Uncertain,NonEssential
MSMEG2102,MSMEG2102,NonEssential,NonEssential
MSMEG2103,MSMEG2103,NonEssential,NonEssential
MSMEG2104,MSMEG2104,NonEssential,NonEssential
MSMEG2105,MSMEG2105,NonEssential,NonEssential
MSMEG2106,MSMEG2106,NonEssential,NonEssential
MSMEG2107,MSMEG2107,NonEssential,NonEssential
MSMEG2108,MSMEG2108,NonEssential,NonEssential
MSMEG2109,MSMEG2109,NonEssential,NonEssential
MSMEG2110,MSMEG2110,NonEssential,NonEssential
MSMEG2111,MSMEG2111,NonEssential,NonEssential
MSMEG2112,MSMEG2112,NonEssential,NonEssential
MSMEG2113,MSMEG2113,NonEssential,NonEssential
MSMEG2115,MSMEG2115,NonEssential,NonEssential
MSMEG2116,MSMEG2116,NonEssential,NonEssential
MSMEG2117,MSMEG2117,NonEssential,NonEssential
MSMEG2118,nagB,NonEssential,NonEssential
MSMEG2119,nagA,NonEssential,NonEssential
