locus_tag,name,tnseq_ess,crispr_ess
MSMEG5818,MSMEG5818,NonEssential,NonEssential
MSMEG5819,MSMEG5819,NonEssential,NonEssential
MSMEG5820,MSMEG5820,NonEssential,NonEssential
MSMEG5821,MSMEG5821,NonEssential,NonEssential
MSMEG5822,MSMEG5822,NonEssential,NonEssential
MSMEG5823,MSMEG5823,NonEssential,NonEssential
MSMEG5824,purL,Essential,Essential
MSMEG5825,MSMEG5825,NonEssential,NonEssential
MSMEG5826,MSMEG5826,NonEssential,NonEssential
MSMEG5827,MSMEG5827,NonEssential,NonEssential
MSMEG5828,MSMEG5828,NonEssential,NonEssential
MSMEG5829,MSMEG5829,NonEssential,NonEssential
MSMEG5830,MSMEG5830,NonEssential,NonEssential
MSMEG5831,purQ,Essential,Essential
MSMEG5832,purS,Essential,NonEssential
MSMEG5833,MSMEG5833,Uncertain,NonEssential
MSMEG5834,MSMEG5834,NonEssential,NonEssential
MSMEG5835,MSMEG5835,NonEssential,NonEssential
MSMEG5836,MSMEG5836,NonEssential,NonEssential
MSMEG5837,MSMEG5837,NonEssential,NonEssential
MSMEG5838,MSMEG5838,NonEssential,NonEssential
MSMEG5839,MSMEG5839,NonEssential,NonEssential
MSMEG5840,MSMEG5840,NonEssential,NonEssential
MSMEG5841,purC,Essential,Essential
MSMEG5842,MSMEG5842,NonEssential,NonEssential
MSMEG5843,MSMEG5843,NonEssential,NonEssential
MSMEG5844,MSMEG5844,NonEssential,NonEssential
MSMEG5845,MSMEG5845,NonEssential,NonEssential
MSMEG5846,MSMEG5846,NonEssential,NonEssential
MSMEG5847,purB,Essential,Essential
MSMEG5848,MSMEG5848,NonEssential,NonEssential
MSMEG5849,MSMEG5849,NonEssential,NonEssential
MSMEG5850,MSMEG5850,NonEssential,NonEssential
MSMEG5851,MSMEG5851,NonEssential,NonEssential
MSMEG5852,purD,Essential,Essential
MSMEG5853,MSMEG5853,NonEssential,NonEssential
MSMEG5854,MSMEG5854,NonEssential,NonEssential
MSMEG5855,MSMEG5855,NonEssential,NonEssential
MSMEG5856,pcaC,NonEssential,NonEssential
MSMEG5857,MSMEG5857,NonEssential,NonEssential
MSMEG5858,MSMEG5858,NonEssential,NonEssential
MSMEG5859,MSMEG5859,NonEssential,NonEssential
MSMEG5860,MSMEG5860,NonEssential,NonEssential
MSMEG5861,MSMEG5861,NonEssential,NonEssential
MSMEG5862,MSMEG5862,NonEssential,NonEssential
MSMEG5863,MSMEG5863,NonEssential,NonEssential
MSMEG5864,MSMEG5864,NonEssential,NonEssential
MSMEG5865,MSMEG5865,NonEssential,NonEssential
MSMEG5866,MSMEG5866,NonEssential,NonEssential
MSMEG5867,MSMEG5867,NonEssential,NonEssential
MSMEG5868,MSMEG5868,NonEssential,NonEssential
MSMEG5869,MSMEG5869,NonEssential,NonEssential
MSMEG5870,MSMEG5870,NonEssential,NonEssential
MSMEG5871,MSMEG5871,NonEssential,NonEssential
MSMEG5872,phoP,NonEssential,NonEssential
MSMEG5873,MSMEG5873,NonEssential,NonEssential
MSMEG5874,MSMEG5874,Uncertain,NonEssential
MSMEG5875,MSMEG5875,NonEssential,NonEssential
MSMEG5876,MSMEG5876,NonEssential,NonEssential
MSMEG5877,MSMEG5877,NonEssential,NonEssential
MSMEG5878,MSMEG5878,NonEssential,NonEssential
MSMEG5879,MSMEG5879,NonEssential,NonEssential
MSMEG5880,MSMEG5880,NonEssential,NonEssential
MSMEG5881,MSMEG5881,NonEssential,NonEssential
MSMEG5882,MSMEG5882,NonEssential,NonEssential
MSMEG5883,MSMEG5883,NonEssential,NonEssential
MSMEG5884,MSMEG5884,NonEssential,NonEssential
MSMEG5885,MSMEG5885,NonEssential,NonEssential
MSMEG5886,MSMEG5886,NonEssential,NonEssential
MSMEG5887,MSMEG5887,Unknown,NonEssential
MSMEG5888,MSMEG5888,NonEssential,NonEssential
MSMEG5889,MSMEG5889,NonEssential,NonEssential
MSMEG5890,MSMEG5890,NonEssential,NonEssential
MSMEG5892,MSMEG5892,NonEssential,NonEssential
MSMEG5893,MSMEG5893,NonEssential,NonEssential
MSMEG5894,MSMEG5894,NonEssential,NonEssential
MSMEG5895,MSMEG5895,NonEssential,NonEssential
MSMEG5896,MSMEG5896,NonEssential,NonEssential
MSMEG5897,MSMEG5897,NonEssential,NonEssential
MSMEG5898,MSMEG5898,NonEssential,NonEssential
MSMEG5899,MSMEG5899,NonEssential,NonEssential
MSMEG5900,MSMEG5900,NonEssential,NonEssential
MSMEG5901,MSMEG5901,NonEssential,NonEssential
MSMEG5902,MSMEG5902,NonEssential,NonEssential
MSMEG5903,fabG,NonEssential,NonEssential
MSMEG5904,MSMEG5904,NonEssential,NonEssential
MSMEG5905,MSMEG5905,NonEssential,NonEssential
MSMEG5906,MSMEG5906,NonEssential,NonEssential
MSMEG5907,MSMEG5907,NonEssential,NonEssential
MSMEG5908,MSMEG5908,NonEssential,NonEssential
MSMEG5909,MSMEG5909,NonEssential,NonEssential
MSMEG5910,MSMEG5910,NonEssential,NonEssential
MSMEG5911,MSMEG5911,NonEssential,NonEssential
MSMEG5912,gabD2,NonEssential,NonEssential
MSMEG5913,MSMEG5913,NonEssential,NonEssential
MSMEG5914,MSMEG5914,NonEssential,NonEssential
MSMEG5915,MSMEG5915,NonEssential,NonEssential
MSMEG5916,MSMEG5916,Unknown,NonEssential
MSMEG5917,MSMEG5917,NonEssential,NonEssential
MSMEG5918,MSMEG5918,NonEssential,NonEssential
MSMEG5919,MSMEG5919,NonEssential,NonEssential
MSMEG5920,MSMEG5920,NonEssential,NonEssential
MSMEG5921,MSMEG5921,NonEssential,NonEssential
MSMEG5922,MSMEG5922,NonEssential,NonEssential
MSMEG5923,MSMEG5923,NonEssential,NonEssential
MSMEG5924,MSMEG5924,NonEssential,NonEssential
MSMEG5925,MSMEG5925,NonEssential,NonEssential
MSMEG5926,MSMEG5926,NonEssential,NonEssential
MSMEG5927,MSMEG5927,NonEssential,NonEssential
MSMEG5928,MSMEG5928,NonEssential,NonEssential
MSMEG5929,MSMEG5929,NonEssential,NonEssential
MSMEG5930,MSMEG5930,NonEssential,NonEssential
MSMEG5931,MSMEG5931,NonEssential,NonEssential
MSMEG5932,MSMEG5932,NonEssential,NonEssential
MSMEG5933,MSMEG5933,NonEssential,NonEssential
MSMEG5934,MSMEG5934,NonEssential,NonEssential
MSMEG5935,MSMEG5935,NonEssential,NonEssential
MSMEG5936,MSMEG5936,NonEssential,NonEssential
MSMEG5937,MSMEG5937,NonEssential,NonEssential
MSMEG5938,MSMEG5938,NonEssential,NonEssential
MSMEG5939,MSMEG5939,NonEssential,NonEssential
MSMEG5940,MSMEG5940,NonEssential,NonEssential
MSMEG5941,MSMEG5941,NonEssential,NonEssential
MSMEG5942,MSMEG5942,NonEssential,NonEssential
MSMEG5943,MSMEG5943,NonEssential,NonEssential
MSMEG5944,MSMEG5944,NonEssential,NonEssential
MSMEG5945,MSMEG5945,NonEssential,NonEssential
MSMEG5946,MSMEG5946,NonEssential,NonEssential
MSMEG5947,cysE,NonEssential,NonEssential
MSMEG5948,MSMEG5948,NonEssential,NonEssential
MSMEG5949,MSMEG5949,NonEssential,NonEssential
MSMEG5950,MSMEG5950,NonEssential,NonEssential
MSMEG5951,MSMEG5951,NonEssential,NonEssential
MSMEG5952,MSMEG5952,NonEssential,NonEssential
MSMEG5953,MSMEG5953,NonEssential,NonEssential
MSMEG5954,MSMEG5954,NonEssential,NonEssential
MSMEG5955,MSMEG5955,NonEssential,NonEssential
MSMEG5956,MSMEG5956,NonEssential,NonEssential
MSMEG5957,algD,NonEssential,NonEssential
MSMEG5958,MSMEG5958,NonEssential,NonEssential
MSMEG5959,MSMEG5959,NonEssential,NonEssential
MSMEG5960,MSMEG5960,NonEssential,NonEssential
MSMEG5961,MSMEG5961,NonEssential,NonEssential
MSMEG5962,MSMEG5962,NonEssential,NonEssential
MSMEG5963,MSMEG5963,NonEssential,NonEssential
MSMEG5964,MSMEG5964,NonEssential,NonEssential
MSMEG5965,MSMEG5965,NonEssential,NonEssential
MSMEG5966,MSMEG5966,NonEssential,NonEssential
MSMEG5967,MSMEG5967,NonEssential,NonEssential
MSMEG5968,MSMEG5968,NonEssential,NonEssential
MSMEG5969,MSMEG5969,NonEssential,NonEssential
MSMEG5970,MSMEG5970,NonEssential,NonEssential
MSMEG5971,MSMEG5971,NonEssential,NonEssential
MSMEG5972,MSMEG5972,NonEssential,NonEssential
MSMEG5973,MSMEG5973,NonEssential,NonEssential
MSMEG5974,MSMEG5974,NonEssential,NonEssential
MSMEG5975,MSMEG5975,NonEssential,NonEssential
MSMEG5976,MSMEG5976,NonEssential,NonEssential
MSMEG5977,rfbC,NonEssential,NonEssential
MSMEG5978,MSMEG5978,NonEssential,NonEssential
MSMEG5979,MSMEG5979,NonEssential,NonEssential
MSMEG5980,MSMEG5980,NonEssential,NonEssential
MSMEG5981,MSMEG5981,NonEssential,NonEssential
MSMEG5982,MSMEG5982,NonEssential,NonEssential
MSMEG5983,rfbA,NonEssential,NonEssential
MSMEG5984,MSMEG5984,NonEssential,NonEssential
MSMEG5985,MSMEG5985,NonEssential,NonEssential
MSMEG5986,glmS,NonEssential,NonEssential
MSMEG5987,MSMEG5987,NonEssential,NonEssential
MSMEG5988,MSMEG5988,NonEssential,NonEssential
MSMEG5989,MSMEG5989,NonEssential,NonEssential
MSMEG5990,MSMEG5990,NonEssential,NonEssential
MSMEG5991,MSMEG5991,NonEssential,NonEssential
MSMEG5992,MSMEG5992,NonEssential,NonEssential
MSMEG5993,MSMEG5993,NonEssential,NonEssential
MSMEG5994,MSMEG5994,NonEssential,NonEssential
MSMEG5995,MSMEG5995,NonEssential,NonEssential
MSMEG5996,MSMEG5996,NonEssential,NonEssential
MSMEG5997,MSMEG5997,NonEssential,NonEssential
MSMEG5998,MSMEG5998,NonEssential,NonEssential
MSMEG5999,MSMEG5999,NonEssential,NonEssential
MSMEG6000,MSMEG6000,NonEssential,NonEssential
MSMEG6001,MSMEG6001,NonEssential,NonEssential
MSMEG6002,MSMEG6002,NonEssential,NonEssential
MSMEG6003,MSMEG6003,NonEssential,NonEssential
MSMEG6004,MSMEG6004,NonEssential,NonEssential
MSMEG6005,MSMEG6005,NonEssential,NonEssential
MSMEG6006,MSMEG6006,NonEssential,NonEssential
MSMEG6007,MSMEG6007,Uncertain,NonEssential
MSMEG6008,MSMEG6008,NonEssential,NonEssential
MSMEG6009,MSMEG6009,NonEssential,NonEssential
MSMEG6010,MSMEG6010,NonEssential,NonEssential
MSMEG6011,MSMEG6011,NonEssential,NonEssential
MSMEG6012,MSMEG6012,NonEssential,NonEssential
MSMEG6013,MSMEG6013,Uncertain,NonEssential
MSMEG6014,MSMEG6014,NonEssential,NonEssential
MSMEG6015,MSMEG6015,NonEssential,NonEssential
MSMEG6016,MSMEG6016,NonEssential,NonEssential
MSMEG6017,MSMEG6017,NonEssential,NonEssential
MSMEG6018,MSMEG6018,NonEssential,NonEssential
MSMEG6019,MSMEG6019,NonEssential,NonEssential
MSMEG6020,MSMEG6020,NonEssential,NonEssential
MSMEG6021,xylA,NonEssential,NonEssential
MSMEG6022,MSMEG6022,NonEssential,NonEssential
MSMEG6023,MSMEG6023,NonEssential,NonEssential
MSMEG6024,MSMEG6024,NonEssential,NonEssential
MSMEG6025,MSMEG6025,NonEssential,NonEssential
MSMEG6026,MSMEG6026,NonEssential,NonEssential
MSMEG6027,MSMEG6027,NonEssential,NonEssential
MSMEG6028,MSMEG6028,NonEssential,NonEssential
MSMEG6029,MSMEG6029,NonEssential,NonEssential
MSMEG6030,MSMEG6030,NonEssential,NonEssential
MSMEG6031,MSMEG6031,NonEssential,NonEssential
MSMEG6032,MSMEG6032,NonEssential,NonEssential
MSMEG6033,MSMEG6033,NonEssential,NonEssential
MSMEG6034,MSMEG6034,NonEssential,NonEssential
MSMEG6035,MSMEG6035,NonEssential,NonEssential
MSMEG6036,MSMEG6036,NonEssential,NonEssential
MSMEG6037,MSMEG6037,NonEssential,NonEssential
MSMEG6038,MSMEG6038,NonEssential,NonEssential
MSMEG6039,MSMEG6039,NonEssential,NonEssential
MSMEG6040,MSMEG6040,NonEssential,NonEssential
MSMEG6041,MSMEG6041,NonEssential,NonEssential
MSMEG6042,MSMEG6042,NonEssential,NonEssential
MSMEG6043,otsB,NonEssential,NonEssential
MSMEG6044,MSMEG6044,NonEssential,NonEssential
MSMEG6045,MSMEG6045,NonEssential,NonEssential
MSMEG6046,MSMEG6046,NonEssential,NonEssential
MSMEG6047,MSMEG6047,NonEssential,NonEssential
MSMEG6048,MSMEG6048,NonEssential,NonEssential
MSMEG6049,MSMEG6049,NonEssential,NonEssential
MSMEG6050,MSMEG6050,NonEssential,NonEssential
MSMEG6051,MSMEG6051,Uncertain,NonEssential
MSMEG6052,MSMEG6052,NonEssential,NonEssential
MSMEG6053,bluB,NonEssential,NonEssential
MSMEG6054,MSMEG6054,NonEssential,NonEssential
MSMEG6055,MSMEG6055,NonEssential,NonEssential
MSMEG6057,MSMEG6057,NonEssential,NonEssential
MSMEG6058,MSMEG6058,NonEssential,NonEssential
MSMEG6059,MSMEG6059,NonEssential,NonEssential
MSMEG6060,MSMEG6060,NonEssential,NonEssential
MSMEG6061,MSMEG6061,NonEssential,NonEssential
MSMEG6062,MSMEG6062,NonEssential,NonEssential
MSMEG6063,MSMEG6063,NonEssential,NonEssential
MSMEG6064,MSMEG6064,NonEssential,NonEssential
MSMEG6065,rpsR,NonEssential,NonEssential
MSMEG6066,rpsN,NonEssential,NonEssential
MSMEG6067,rpmG,NonEssential,NonEssential
MSMEG6069,MSMEG6069,NonEssential,NonEssential
MSMEG6070,rpmE2,NonEssential,NonEssential
MSMEG6071,MSMEG6071,NonEssential,NonEssential
MSMEG6072,MSMEG6072,NonEssential,NonEssential
MSMEG6073,MSMEG6073,NonEssential,Essential
MSMEG6074,cysS,Essential,Essential
MSMEG6075,ispF,Essential,NonEssential
MSMEG6076,ispD,Essential,NonEssential
MSMEG6077,MSMEG6077,Essential,Essential
MSMEG6078,MSMEG6078,NonEssential,NonEssential
MSMEG6079,radA,NonEssential,NonEssential
MSMEG6080,MSMEG6080,NonEssential,NonEssential
MSMEG6081,MSMEG6081,Essential,NonEssential
MSMEG6082,MSMEG6082,Essential,Essential
MSMEG6083,MSMEG6083,NonEssential,NonEssential
MSMEG6084,MSMEG6084,Uncertain,NonEssential
MSMEG6085,MSMEG6085,NonEssential,NonEssential
MSMEG6086,MSMEG6086,NonEssential,NonEssential
MSMEG6087,MSMEG6087,NonEssential,NonEssential
MSMEG6088,MSMEG6088,Unknown,NonEssential
MSMEG6089,MSMEG6089,NonEssential,NonEssential
MSMEG6090,MSMEG6090,NonEssential,NonEssential
MSMEG6091,MSMEG6091,Essential,Essential
MSMEG6092,MSMEG6092,NonEssential,NonEssential
MSMEG6093,MSMEG6093,NonEssential,NonEssential
MSMEG6094,lysS,Essential,Essential
MSMEG6095,MSMEG6095,NonEssential,NonEssential
MSMEG6096,MSMEG6096,NonEssential,NonEssential
MSMEG6097,panC,Essential,NonEssential
MSMEG6098,MSMEG6098,NonEssential,NonEssential
MSMEG6099,MSMEG6099,NonEssential,NonEssential
MSMEG6100,MSMEG6100,NonEssential,NonEssential
MSMEG6101,folK,Essential,NonEssential
MSMEG6102,folB,Essential,NonEssential
MSMEG6103,folP,Essential,Essential
MSMEG6104,folE,Essential,Essential
MSMEG6105,MSMEG6105,NonEssential,Essential
MSMEG6106,MSMEG6106,NonEssential,NonEssential
MSMEG6107,MSMEG6107,NonEssential,NonEssential
MSMEG6108,MSMEG6108,NonEssential,NonEssential
MSMEG6109,MSMEG6109,NonEssential,NonEssential
MSMEG6110,hpt,NonEssential,NonEssential
MSMEG6111,tilS,NonEssential,NonEssential
MSMEG6112,MSMEG6112,NonEssential,NonEssential
MSMEG6113,dacB,NonEssential,NonEssential
MSMEG6114,ppa,NonEssential,Essential
MSMEG6115,MSMEG6115,NonEssential,NonEssential
MSMEG6116,MSMEG6116,NonEssential,NonEssential
MSMEG6117,MSMEG6117,NonEssential,NonEssential
MSMEG6118,MSMEG6118,NonEssential,NonEssential
MSMEG6119,MSMEG6119,NonEssential,NonEssential
MSMEG6120,MSMEG6120,NonEssential,NonEssential
MSMEG6121,MSMEG6121,NonEssential,NonEssential
MSMEG6122,MSMEG6122,NonEssential,NonEssential
MSMEG6123,MSMEG6123,NonEssential,NonEssential
MSMEG6124,MSMEG6124,NonEssential,NonEssential
MSMEG6125,MSMEG6125,NonEssential,NonEssential
MSMEG6126,MSMEG6126,NonEssential,NonEssential
MSMEG6127,MSMEG6127,NonEssential,NonEssential
MSMEG6128,MSMEG6128,NonEssential,NonEssential
MSMEG6129,MSMEG6129,NonEssential,NonEssential
MSMEG6130,MSMEG6130,NonEssential,NonEssential
MSMEG6131,MSMEG6131,NonEssential,NonEssential
MSMEG6132,MSMEG6132,NonEssential,NonEssential
MSMEG6133,MSMEG6133,NonEssential,NonEssential
MSMEG6134,MSMEG6134,NonEssential,NonEssential
MSMEG6135,MSMEG6135,NonEssential,NonEssential
MSMEG6136,MSMEG6136,NonEssential,NonEssential
MSMEG6137,MSMEG6137,NonEssential,NonEssential
MSMEG6138,MSMEG6138,NonEssential,NonEssential
MSMEG6139,MSMEG6139,NonEssential,NonEssential
MSMEG6140,MSMEG6140,NonEssential,NonEssential
MSMEG6141,MSMEG6141,NonEssential,NonEssential
MSMEG6142,MSMEG6142,Essential,NonEssential
MSMEG6143,MSMEG6143,Essential,NonEssential
MSMEG6144,MSMEG6144,NonEssential,NonEssential
MSMEG6145,MSMEG6145,NonEssential,NonEssential
MSMEG6147,MSMEG6147,NonEssential,NonEssential
MSMEG6150,MSMEG6150,NonEssential,NonEssential
MSMEG6151,MSMEG6151,NonEssential,NonEssential
MSMEG6152,MSMEG6152,Uncertain,Essential
MSMEG6153,MSMEG6153,NonEssential,NonEssential
MSMEG6154,MSMEG6154,NonEssential,Essential
MSMEG6157,topA,Essential,Essential
MSMEG6158,MSMEG6158,NonEssential,NonEssential
MSMEG6159,MSMEG6159,NonEssential,NonEssential
MSMEG6160,MSMEG6160,NonEssential,NonEssential
MSMEG6163,MSMEG6163,NonEssential,NonEssential
MSMEG6164,MSMEG6164,NonEssential,NonEssential
MSMEG6165,MSMEG6165,NonEssential,NonEssential
MSMEG6166,MSMEG6166,NonEssential,NonEssential
MSMEG6167,MSMEG6167,NonEssential,NonEssential
MSMEG6168,MSMEG6168,NonEssential,NonEssential
MSMEG6169,MSMEG6169,NonEssential,NonEssential
MSMEG6170,MSMEG6170,Unknown,NonEssential
MSMEG6171,MSMEG6171,NonEssential,NonEssential
MSMEG6172,MSMEG6172,NonEssential,NonEssential
MSMEG6173,MSMEG6173,NonEssential,NonEssential
MSMEG6174,MSMEG6174,NonEssential,NonEssential
MSMEG6175,MSMEG6175,NonEssential,NonEssential
MSMEG6176,MSMEG6176,NonEssential,NonEssential
MSMEG6177,MSMEG6177,NonEssential,NonEssential
MSMEG6178,MSMEG6178,NonEssential,NonEssential
MSMEG6179,MSMEG6179,NonEssential,NonEssential
MSMEG6180,MSMEG6180,NonEssential,NonEssential
MSMEG6181,MSMEG6181,Essential,NonEssential
MSMEG6182,MSMEG6182,Essential,Essential
MSMEG6183,MSMEG6183,NonEssential,NonEssential
MSMEG6184,MSMEG6184,Essential,NonEssential
MSMEG6185,MSMEG6185,NonEssential,NonEssential
MSMEG6186,MSMEG6186,NonEssential,NonEssential
MSMEG6187,nth,NonEssential,NonEssential
MSMEG6188,MSMEG6188,NonEssential,NonEssential
MSMEG6189,MSMEG6189,NonEssential,NonEssential
MSMEG6190,MSMEG6190,NonEssential,NonEssential
MSMEG6191,MSMEG6191,NonEssential,NonEssential
MSMEG6192,MSMEG6192,NonEssential,NonEssential
MSMEG6193,MSMEG6193,NonEssential,NonEssential
MSMEG6194,MSMEG6194,NonEssential,NonEssential
MSMEG6195,MSMEG6195,NonEssential,NonEssential
MSMEG6196,MSMEG6196,NonEssential,NonEssential
MSMEG6197,MSMEG6197,NonEssential,NonEssential
MSMEG6198,MSMEG6198,NonEssential,NonEssential
MSMEG6199,MSMEG6199,NonEssential,NonEssential
MSMEG6200,MSMEG6200,NonEssential,NonEssential
MSMEG6201,MSMEG6201,NonEssential,NonEssential
MSMEG6202,MSMEG6202,Essential,NonEssential
MSMEG6203,MSMEG6203,NonEssential,NonEssential
MSMEG6204,MSMEG6204,Uncertain,NonEssential
MSMEG6205,MSMEG6205,NonEssential,NonEssential
MSMEG6206,MSMEG6206,NonEssential,NonEssential
MSMEG6207,MSMEG6207,NonEssential,NonEssential
MSMEG6208,MSMEG6208,NonEssential,NonEssential
MSMEG6209,MSMEG6209,NonEssential,NonEssential
MSMEG6210,MSMEG6210,NonEssential,NonEssential
MSMEG6211,MSMEG6211,NonEssential,NonEssential
MSMEG6212,MSMEG6212,NonEssential,NonEssential
MSMEG6213,MSMEG6213,NonEssential,NonEssential
MSMEG6214,MSMEG6214,NonEssential,NonEssential
MSMEG6215,MSMEG6215,NonEssential,NonEssential
MSMEG6216,MSMEG6216,NonEssential,NonEssential
MSMEG6217,MSMEG6217,NonEssential,NonEssential
MSMEG6218,MSMEG6218,NonEssential,NonEssential
MSMEG6219,MSMEG6219,NonEssential,NonEssential
MSMEG6220,MSMEG6220,NonEssential,NonEssential
MSMEG6221,MSMEG6221,NonEssential,NonEssential
MSMEG6222,MSMEG6222,NonEssential,NonEssential
MSMEG6223,MSMEG6223,NonEssential,NonEssential
MSMEG6224,MSMEG6224,NonEssential,NonEssential
MSMEG6225,MSMEG6225,NonEssential,NonEssential
MSMEG6226,MSMEG6226,NonEssential,NonEssential
MSMEG6227,MSMEG6227,NonEssential,NonEssential
MSMEG6228,MSMEG6228,NonEssential,NonEssential
MSMEG6229,glpK,NonEssential,NonEssential
MSMEG6230,MSMEG6230,NonEssential,NonEssential
MSMEG6231,MSMEG6231,NonEssential,NonEssential
MSMEG6232,katA,NonEssential,NonEssential
MSMEG6233,MSMEG6233,NonEssential,NonEssential
MSMEG6234,MSMEG6234,NonEssential,NonEssential
MSMEG6235,MSMEG6235,NonEssential,NonEssential
MSMEG6236,MSMEG6236,NonEssential,NonEssential
MSMEG6237,MSMEG6237,NonEssential,NonEssential
MSMEG6238,MSMEG6238,NonEssential,NonEssential
MSMEG6239,MSMEG6239,NonEssential,NonEssential
MSMEG6240,MSMEG6240,NonEssential,NonEssential
MSMEG6241,MSMEG6241,NonEssential,NonEssential
MSMEG6242,MSMEG6242,NonEssential,NonEssential
MSMEG6243,MSMEG6243,NonEssential,NonEssential
MSMEG6244,MSMEG6244,NonEssential,NonEssential
MSMEG6245,MSMEG6245,NonEssential,NonEssential
MSMEG6246,MSMEG6246,NonEssential,NonEssential
MSMEG6247,MSMEG6247,NonEssential,NonEssential
MSMEG6248,MSMEG6248,NonEssential,NonEssential
MSMEG6249,MSMEG6249,NonEssential,NonEssential
MSMEG6250,MSMEG6250,NonEssential,NonEssential
MSMEG6251,MSMEG6251,NonEssential,NonEssential
MSMEG6252,MSMEG6252,NonEssential,NonEssential
MSMEG6253,MSMEG6253,NonEssential,NonEssential
MSMEG6254,MSMEG6254,NonEssential,NonEssential
MSMEG6255,MSMEG6255,NonEssential,NonEssential
MSMEG6256,asd,Essential,Essential
MSMEG6257,MSMEG6257,Essential,Essential
MSMEG6258,MSMEG6258,NonEssential,NonEssential
MSMEG6259,amt,NonEssential,NonEssential
MSMEG6260,glnT,NonEssential,NonEssential
MSMEG6261,MSMEG6261,NonEssential,NonEssential
MSMEG6262,MSMEG6262,NonEssential,NonEssential
MSMEG6263,MSMEG6263,NonEssential,NonEssential
MSMEG6264,MSMEG6264,NonEssential,NonEssential
MSMEG6265,MSMEG6265,NonEssential,NonEssential
MSMEG6266,MSMEG6266,NonEssential,NonEssential
MSMEG6267,MSMEG6267,NonEssential,NonEssential
MSMEG6268,MSMEG6268,NonEssential,NonEssential
MSMEG6269,mgtE,NonEssential,NonEssential
MSMEG6270,MSMEG6270,NonEssential,NonEssential
MSMEG6271,leuA,Essential,NonEssential
MSMEG6272,MSMEG6272,NonEssential,NonEssential
MSMEG6273,MSMEG6273,NonEssential,NonEssential
MSMEG6275,MSMEG6275,NonEssential,NonEssential
MSMEG6276,MSMEG6276,Essential,Essential
MSMEG6277,MSMEG6277,Essential,Essential
MSMEG6278,MSMEG6278,NonEssential,NonEssential
MSMEG6279,recR,NonEssential,NonEssential
MSMEG6280,MSMEG6280,Unknown,NonEssential
MSMEG6281,MSMEG6281,NonEssential,NonEssential
MSMEG6282,MSMEG6282,NonEssential,NonEssential
MSMEG6283,MSMEG6283,NonEssential,NonEssential
MSMEG6284,MSMEG6284,NonEssential,NonEssential
MSMEG6285,MSMEG6285,Essential,Essential
MSMEG6286,MSMEG6286,Essential,Essential
MSMEG6287,MSMEG6287,Uncertain,Essential
MSMEG6288,MSMEG6288,NonEssential,NonEssential
MSMEG6289,MSMEG6289,NonEssential,NonEssential
MSMEG6290,MSMEG6290,NonEssential,NonEssential
MSMEG6291,MSMEG6291,NonEssential,NonEssential
MSMEG6292,MSMEG6292,NonEssential,NonEssential
MSMEG6293,MSMEG6293,NonEssential,NonEssential
MSMEG6294,MSMEG6294,NonEssential,NonEssential
MSMEG6295,MSMEG6295,NonEssential,NonEssential
MSMEG6296,MSMEG6296,NonEssential,NonEssential
MSMEG6297,MSMEG6297,NonEssential,NonEssential
MSMEG6298,MSMEG6298,NonEssential,NonEssential
MSMEG6299,MSMEG6299,NonEssential,NonEssential
MSMEG6300,MSMEG6300,NonEssential,NonEssential
MSMEG6301,ligD,NonEssential,NonEssential
MSMEG6302,ligC,NonEssential,NonEssential
MSMEG6303,MSMEG6303,NonEssential,NonEssential
MSMEG6304,ligC,NonEssential,NonEssential
MSMEG6305,MSMEG6305,NonEssential,NonEssential
MSMEG6306,gltX,NonEssential,NonEssential
MSMEG6307,MSMEG6307,NonEssential,NonEssential
MSMEG6309,MSMEG6309,NonEssential,NonEssential
MSMEG6310,MSMEG6310,NonEssential,NonEssential
MSMEG6311,lys1,NonEssential,NonEssential
MSMEG6312,MSMEG6312,NonEssential,NonEssential
MSMEG6313,tgt,NonEssential,NonEssential
MSMEG6314,MSMEG6314,NonEssential,NonEssential
MSMEG6315,MSMEG6315,NonEssential,NonEssential
MSMEG6316,MSMEG6316,NonEssential,NonEssential
MSMEG6317,MSMEG6317,NonEssential,NonEssential
MSMEG6318,MSMEG6318,NonEssential,NonEssential
MSMEG6319,MSMEG6319,NonEssential,NonEssential
MSMEG6320,MSMEG6320,NonEssential,NonEssential
MSMEG6321,MSMEG6321,NonEssential,NonEssential
MSMEG6322,MSMEG6322,NonEssential,NonEssential
MSMEG6323,MSMEG6323,NonEssential,NonEssential
MSMEG6324,MSMEG6324,NonEssential,NonEssential
MSMEG6325,MSMEG6325,NonEssential,NonEssential
MSMEG6326,MSMEG6326,Uncertain,NonEssential
MSMEG6327,MSMEG6327,NonEssential,NonEssential
MSMEG6328,MSMEG6328,NonEssential,NonEssential
MSMEG6329,MSMEG6329,NonEssential,NonEssential
MSMEG6330,MSMEG6330,Essential,Essential
MSMEG6331,MSMEG6331,NonEssential,NonEssential
MSMEG6332,MSMEG6332,NonEssential,NonEssential
MSMEG6333,MSMEG6333,NonEssential,NonEssential
MSMEG6334,MSMEG6334,NonEssential,NonEssential
MSMEG6335,MSMEG6335,NonEssential,NonEssential
MSMEG6336,MSMEG6336,NonEssential,NonEssential
MSMEG6337,MSMEG6337,NonEssential,NonEssential
MSMEG6338,MSMEG6338,NonEssential,NonEssential
MSMEG6339,MSMEG6339,NonEssential,NonEssential
MSMEG6340,MSMEG6340,NonEssential,NonEssential
